"id","train","logtarg"
161276,1,0
162337,0,NA
162574,1,0
164500,1,0
164968,0,NA
165158,0,NA
165905,0,NA
166464,1,0
167088,0,NA
167150,0,NA
167967,0,NA
168076,1,0
168149,1,0
169099,1,0
169188,0,NA
169200,0,NA
169790,0,NA
170070,0,NA
170526,0,NA
171506,1,0
172278,1,0
172464,0,NA
172650,0,NA
172910,0,NA
173630,0,NA
173738,0,NA
173827,0,NA
173940,1,0
174157,0,NA
174572,0,NA
175897,0,NA
176079,1,0
176222,1,0
176575,0,NA
176583,0,NA
176796,0,NA
177040,0,NA
177180,0,NA
177490,1,0
178039,0,NA
179221,1,0
179230,1,0
179779,0,NA
180386,0,NA
180521,0,NA
181781,1,0
182621,0,NA
183270,1,0
183571,0,NA
183970,0,NA
184110,1,0
184330,1,0
184764,1,0
184870,0,NA
186325,0,NA
186368,1,0
186716,0,NA
187291,0,NA
187330,1,2.3933391571
187453,1,0
187658,0,NA
188026,1,0
188999,0,NA
190527,1,0
191310,1,0
192015,0,NA
192996,0,NA
193542,0,NA
194530,0,NA
195049,0,NA
195324,1,0
195812,0,NA
197041,0,NA
197238,0,NA
197432,0,NA
198307,0,NA
199133,0,NA
199141,0,NA
199311,0,NA
199524,0,NA
199788,0,NA
199982,0,NA
200174,1,0
200409,0,NA
200530,0,NA
201650,0,NA
201685,0,NA
201758,0,NA
203114,0,NA
203629,0,NA
203793,1,0
203858,0,NA
205664,0,NA
205818,0,NA
206512,1,0
206725,1,0
206970,0,NA
207381,1,3.0416603088
207764,0,NA
208000,0,NA
209090,1,0
211303,1,0
211729,0,NA
212393,1,0
213403,0,NA
213705,0,NA
213756,1,0
215015,0,NA
215252,0,NA
215678,1,0
215686,0,NA
216402,0,NA
216410,0,NA
216682,0,NA
217077,0,NA
217190,1,0
218294,1,0
218413,0,NA
218790,0,NA
218910,1,0
218979,1,0
219096,1,0
220477,1,3.7012996674
220574,1,0
220582,1,0
220833,1,0
221562,0,NA
221775,1,0
221848,0,NA
221945,0,NA
222780,0,NA
223999,0,NA
224669,0,NA
224901,0,NA
225649,1,0
226130,1,0
226777,0,NA
227277,1,2.6979980469
227412,0,NA
228451,1,0
228460,0,NA
228761,1,0
229350,0,NA
232181,1,0
232971,1,0
234320,0,NA
234494,0,NA
235806,0,NA
236349,1,0
237400,0,NA
237981,0,NA
238872,0,NA
241300,0,NA
241750,0,NA
243345,0,NA
243779,0,NA
244074,0,NA
244350,1,0
244996,0,NA
245232,0,NA
245836,0,NA
246620,0,NA
246816,1,3.6836147308
247332,0,NA
247600,1,0
248800,1,3.6783218384
249599,0,NA
250147,0,NA
250996,0,NA
251330,0,NA
251739,0,NA
252247,0,NA
252638,0,NA
252670,1,0
253057,0,NA
253677,1,0
253898,1,0
254460,0,NA
255017,1,0
258911,0,NA
258920,0,NA
258938,1,0
259535,0,NA
260525,0,NA
262811,1,0
262951,1,0
263044,0,NA
264288,0,NA
265322,1,2.6282844543
265870,0,NA
267929,0,NA
268038,0,NA
268496,1,5.0278167725
269409,0,NA
270091,1,0
272663,0,NA
273953,1,0
274348,1,0
274720,0,NA
275204,0,NA
275450,0,NA
277134,0,NA
278114,0,NA
279870,1,0
281298,0,NA
282715,0,NA
284246,0,NA
284564,0,NA
285544,0,NA
286850,0,NA
287113,0,NA
289230,1,0
289370,1,0
289990,1,0
290351,0,NA
290815,0,NA
290971,0,NA
291641,1,0
292192,0,NA
292214,0,NA
293369,0,NA
293466,0,NA
293504,1,0
293628,0,NA
293695,0,NA
295914,1,0
296406,0,NA
297623,1,0
297690,1,0
299677,1,0
299774,0,NA
300578,1,0
300861,1,0
302554,0,NA
302961,0,NA
303275,0,NA
303410,0,NA
304298,1,0
305014,0,NA
305723,1,0
306614,0,NA
307262,1,3.1527347565
309192,0,NA
309567,0,NA
309974,1,0
310093,0,NA
310131,1,0
310379,1,0
313289,0,NA
315320,1,0
315605,1,0
316164,0,NA
321192,1,0
322210,0,NA
322520,0,NA
323780,0,NA
323829,0,NA
324132,0,NA
325724,1,0
325775,0,NA
325872,0,NA
326356,1,0
326429,1,0
326976,0,NA
329380,0,NA
329630,0,NA
331643,0,NA
331651,0,NA
332135,0,NA
332364,0,NA
334723,0,NA
334731,0,NA
335835,0,NA
336211,1,0
339644,0,NA
340456,0,NA
341118,0,NA
341371,1,4.2259559631
341800,1,0
342084,0,NA
343765,0,NA
344834,0,NA
347094,0,NA
347418,0,NA
347620,0,NA
351857,0,NA
352160,0,NA
352195,1,0
352314,0,NA
353426,1,0
353647,0,NA
354465,1,0
354856,0,NA
356905,1,0
360872,0,NA
360945,0,NA
360953,0,NA
370991,0,NA
373990,1,0
378690,1,0
386600,0,NA
390410,0,NA
391700,1,0
394394,1,0
398810,1,0
405159,1,0
406791,0,NA
406805,0,NA
407127,0,NA
410381,0,NA
427306,0,NA
430102,0,NA
432423,0,NA
432512,0,NA
442690,0,NA
447242,0,NA
449130,0,NA
450820,1,0
460621,0,NA
462829,0,NA
463990,0,NA
477559,0,NA
480266,0,NA
480606,1,0
487023,0,NA
492710,1,0
496871,1,0
500550,0,NA
504157,0,NA
523569,0,NA
523852,1,0
540501,1,0
543284,1,0
544566,0,NA
547662,0,NA
547867,0,NA
551686,0,NA
578355,1,0
578851,0,NA
580295,0,NA
583286,0,NA
587052,0,NA
588369,1,0
589268,1,0
589519,0,NA
590126,0,NA
590509,0,NA
590916,0,NA
592250,1,0
593788,0,NA
593850,0,NA
593915,0,NA
594482,1,0
595730,0,NA
598178,0,NA
599310,0,NA
601080,0,NA
601187,1,0
601349,1,0
601942,0,NA
601985,0,NA
604194,0,NA
604291,0,NA
605662,0,NA
605859,1,0
606200,0,NA
607312,0,NA
608726,1,0
610640,1,0
610836,1,0
611093,1,0
611948,0,NA
613819,1,0
614653,0,NA
615587,0,NA
616400,1,0
617032,1,0
617245,0,NA
619221,0,NA
619914,0,NA
620491,0,NA
621927,0,NA
622036,1,0
622400,0,NA
622982,1,0
623261,0,NA
623563,0,NA
623660,0,NA
626538,0,NA
626643,0,NA
627216,0,NA
2000164,1,0
2000431,0,NA
2000792,0,NA
2001446,1,3.1734580994
2003481,1,0
2003520,0,NA
2003848,1,0
2004178,0,NA
2005581,0,NA
2006723,0,NA
2009005,0,NA
2009188,0,NA
2009919,0,NA
2012545,0,NA
2013762,0,NA
2014505,0,NA
2015560,0,NA
2017385,0,NA
2019540,0,NA
2021560,0,NA
2021684,0,NA
2022184,1,0
2023911,1,0
2024063,0,NA
2024250,1,0
2024470,1,0
2025485,1,0
2026392,1,0
2028409,1,2.3924236298
2029227,0,NA
2034700,0,NA
2036835,0,NA
2037513,0,NA
2039710,1,0
2042045,0,NA
2042673,0,NA
2042932,0,NA
2044242,0,NA
2044978,1,0
2046083,1,0
2046547,0,NA
2046601,1,0
2049813,0,NA
2050846,0,NA
2053772,0,NA
2054329,0,NA
2055120,1,0
2055406,0,NA
2057336,0,NA
2057379,0,NA
2057476,0,NA
2057964,1,0
2058456,1,0
2059282,0,NA
2060515,1,0
2061465,0,NA
2066602,1,0
2067510,0,NA
2067625,0,NA
2069873,0,NA
2070189,1,0
2070804,0,NA
2071096,0,NA
2071142,0,NA
2077400,0,NA
2078023,1,0
2078279,0,NA
2080770,1,0
2081121,0,NA
2082802,1,0
2083159,1,0
2083523,1,0
2090180,0,NA
2090813,0,NA
2092263,0,NA
2092565,0,NA
2093880,0,NA
2093995,1,0
2094096,0,NA
2094118,0,NA
2095521,0,NA
2099837,0,NA
2102340,0,NA
2102960,1,0
2104172,0,NA
2107007,0,NA
2108950,0,NA
2110113,0,NA
2110385,1,3.7338523865
2112400,1,0
2114607,0,NA
2116332,1,3.1780529022
2116545,0,NA
2117061,0,NA
2117797,0,NA
2121603,0,NA
2122731,0,NA
2122863,0,NA
2124920,0,NA
2126788,0,NA
2127440,1,0
2127725,0,NA
2128659,0,NA
2129710,1,3.6027755737
2129906,0,NA
2130769,1,3.042137146
2132370,0,NA
2133016,0,NA
2134292,0,NA
2134551,0,NA
2134632,0,NA
2135027,0,NA
2135248,0,NA
2136341,0,NA
2136554,1,0
2137593,1,0
2138310,0,NA
2141078,0,NA
2141159,0,NA
2141230,0,NA
2142104,0,NA
2143151,1,0
2143160,1,0
2146398,0,NA
2147033,0,NA
2147262,0,NA
2151359,1,0
2151383,0,NA
2153076,1,3.0397472382
2153548,0,NA
2154528,0,NA
2155478,0,NA
2155893,0,NA
2155915,0,NA
2156660,1,0
2158850,1,0
2159007,0,NA
2159791,1,0
2161923,0,NA
2167050,0,NA
2169339,0,NA
2169886,1,0
2170035,1,4.7937202454
2171058,0,NA
2172380,0,NA
2173735,1,0
2174014,1,0
2174669,0,NA
2174880,0,NA
2175720,1,0
2176530,0,NA
2177609,0,NA
2179741,0,NA
2185857,0,NA
2186330,0,NA
2187841,0,NA
2188015,0,NA
2189208,1,0
2189402,0,NA
2191032,1,0
2191938,0,NA
2192578,1,4.3618202209
2193361,1,0
2193825,0,NA
2196883,0,NA
2197677,0,NA
2199726,0,NA
2200074,0,NA
2200490,0,NA
2200554,1,0
2202808,0,NA
2202980,0,NA
2203367,1,0
2204070,1,0
2204770,1,0
2206994,0,NA
2209314,0,NA
2209500,1,0
2209861,1,4.7080841064
2211203,0,NA
2211254,1,0
2211459,0,NA
2211998,0,NA
2212021,0,NA
2212293,1,0
2217120,0,NA
2217678,0,NA
2219166,0,NA
2219689,0,NA
2219956,0,NA
2222124,1,0
2224950,0,NA
2227681,1,0
2228122,0,NA
2228521,0,NA
2231743,1,0
2233371,0,NA
2233681,0,NA
2233789,1,0
2235633,0,NA
2235692,0,NA
2236494,1,0
2236583,0,NA
2236761,0,NA
2236990,0,NA
2237261,1,0
2237881,1,0
2238012,0,NA
2238306,0,NA
2238632,1,0
2242524,1,0
2243059,0,NA
2243709,0,NA
2243776,0,NA
2243792,0,NA
2244039,0,NA
2244900,0,NA
2245485,1,0
2247070,0,NA
2248255,0,NA
2248484,0,NA
2248689,0,NA
2248794,0,NA
2248905,0,NA
2249073,0,NA
2249804,0,NA
2250497,1,0
2252260,0,NA
2252350,1,0
2252430,1,3.6532516479
2254107,0,NA
2254468,1,0
2256762,0,NA
2257335,1,3.9070091248
2257513,0,NA
2258714,0,NA
2258900,0,NA
2260042,1,2.3795452118
2260603,1,0
2261170,0,NA
2261456,1,0
2262975,1,0
2264765,0,NA
2265036,0,NA
2265559,0,NA
2267454,0,NA
2268370,1,0
2268850,0,NA
2269325,0,NA
2270358,0,NA
2270641,1,0
2272105,0,NA
2272717,1,0
2273578,0,NA
2274159,1,0
2274329,1,0
2274990,0,NA
2276143,0,NA
2276216,1,0
2277263,0,NA
2277786,0,NA
2277875,0,NA
2279800,0,NA
2280612,0,NA
2280655,1,0
2282151,0,NA
2283158,1,0
2283409,0,NA
2284456,1,0
2284553,1,0
2284790,0,NA
2288117,0,NA
2288168,1,0
2288982,0,NA
2289970,0,NA
2291916,0,NA
2292181,1,0
2294605,0,NA
2296306,0,NA
2297043,1,0
2299712,1,0
2299925,1,0
2300001,0,NA
2302560,1,0
2302810,0,NA
2302985,1,0
2304015,1,0
2306654,0,NA
2306786,1,0
2307715,0,NA
2307839,0,NA
2308851,1,0
2309971,0,NA
2312220,1,0
2312581,0,NA
2313910,0,NA
2313936,1,0
2314401,0,NA
2318768,0,NA
2319209,0,NA
2320258,1,0
2321840,1,0
2322935,0,NA
2323184,1,0
2323877,0,NA
2325713,1,0
2326663,0,NA
2326795,0,NA
2327538,1,0
2327651,0,NA
2328755,0,NA
2331284,1,0
2332086,0,NA
2334267,0,NA
2335611,0,NA
2336260,1,0
2336600,0,NA
2340330,0,NA
2341247,0,NA
2342197,0,NA
2342480,1,0
2342758,0,NA
2343118,0,NA
2343690,0,NA
2344319,1,3.8649291992
2346370,0,NA
2348551,1,0
2348845,1,0
2352362,1,0
2353431,0,NA
2355809,0,NA
2357534,1,3.4934711456
2359588,0,NA
2359650,0,NA
2359979,0,NA
2361175,1,0
2361280,0,NA
2362449,0,NA
2362902,0,NA
2362937,0,NA
2363780,1,0
2364310,0,NA
2364786,1,0
2365480,1,0
2369214,0,NA
2371030,0,NA
2371499,0,NA
2371723,0,NA
2374560,0,NA
2375303,0,NA
2376075,0,NA
2378787,1,0
2381729,1,0
2383357,0,NA
2385490,0,NA
2387379,0,NA
2388243,0,NA
2389703,1,3.7316989899
2390175,1,0
2391333,0,NA
2392593,0,NA
2392755,0,NA
2394227,0,NA
2395673,1,0
2396599,0,NA
2397285,0,NA
2397404,0,NA
2398800,0,NA
2400588,1,0
2401304,0,NA
2403820,0,NA
2404168,0,NA
2407680,0,NA
2408791,1,0
2409089,1,0
2409410,0,NA
2414058,1,3.8231906891
2414597,0,NA
2415348,0,NA
2422107,1,0
2422450,1,0
2424320,1,0
2425033,0,NA
2425343,0,NA
2426498,0,NA
2427281,1,0
2429861,1,0
2430533,0,NA
2430703,0,NA
2432021,1,0
2432501,0,NA
2432595,1,0
2433141,1,0
2434989,1,0
2435179,1,0
2435322,0,NA
2436655,0,NA
2437589,1,0
2437660,0,NA
2438631,1,0
2439387,0,NA
2439530,1,0
2440423,0,NA
2443465,0,NA
2445425,0,NA
2445450,0,NA
2446073,0,NA
2446650,0,NA
2447428,1,0
2448467,1,0
2448785,0,NA
2448840,0,NA
2453703,0,NA
2454432,1,0
2454718,0,NA
2455188,0,NA
2456303,0,NA
2460211,1,0
2463202,1,0
2464861,0,NA
2465540,0,NA
2468646,0,NA
2470055,0,NA
2471116,1,0
2471140,0,NA
2471396,0,NA
2472929,0,NA
2474921,1,0
2476509,1,0
2476649,1,0
2477904,0,NA
2479915,1,0
2481790,1,0
2483360,1,0
2485702,1,0
2487179,0,NA
2487870,1,0
2491052,1,0
2491150,0,NA
2491702,1,0
2493713,0,NA
2496437,1,0
2497573,1,0
2497743,0,NA
2498073,0,NA
2498634,1,0
2500515,0,NA
2500698,1,5.4111976624
2500728,0,NA
2501643,1,0
2504049,0,NA
2505193,0,NA
2505347,0,NA
2505967,0,NA
2507471,0,NA
2510863,1,0
2510880,0,NA
2513749,0,NA
2516306,1,0
2517671,1,0
2518511,0,NA
2518759,1,0
2518872,0,NA
2518988,1,0
2519046,0,NA
2519275,0,NA
2519291,1,0
2520680,0,NA
2521814,0,NA
2522586,1,0
2523574,0,NA
2523752,0,NA
2525445,0,NA
2526468,0,NA
2529173,0,NA
2529823,1,0
2531410,1,0
2532425,0,NA
2535939,0,NA
2537389,0,NA
2538628,0,NA
2543273,0,NA
2544601,0,NA
2553163,0,NA
2553457,1,0
2555174,1,0
2560330,0,NA
2561557,0,NA
2567202,0,NA
2567229,0,NA
2568500,0,NA
2568950,0,NA
2570840,0,NA
2575760,0,NA
2576910,0,NA
2579464,1,0
2579871,0,NA
2587289,1,0
2589672,0,NA
2590603,0,NA
2592053,0,NA
2593211,0,NA
2593459,0,NA
2594048,0,NA
2595001,0,NA
2596423,1,0
2598132,0,NA
2598442,0,NA
2599562,0,NA
2599813,0,NA
2603942,0,NA
2604027,0,NA
2604213,1,0
2606305,1,0
2606410,0,NA
2606577,0,NA
2608880,0,NA
2610086,1,0
2610159,0,NA
2610264,1,0
2611139,1,0
2611163,0,NA
2612950,1,0
2612992,0,NA
2613379,0,NA
2615908,0,NA
2617072,0,NA
2617242,1,0
2617404,0,NA
2617455,0,NA
2617536,0,NA
2619652,1,0
2620596,0,NA
2621410,0,NA
2624443,0,NA
2624451,1,0
2624583,0,NA
2625288,0,NA
2626918,1,0
2627523,1,0
2627973,0,NA
2629003,0,NA
2629976,0,NA
2632594,0,NA
2633043,1,0
2634082,0,NA
2634090,0,NA
2634228,1,0
2634708,0,NA
2636808,0,NA
2637570,0,NA
2637847,0,NA
2638398,0,NA
2638762,0,NA
2639050,1,0
2639149,0,NA
2641178,0,NA
2643065,1,0
2643685,0,NA
2643898,1,0
2644533,0,NA
2646242,0,NA
2646587,0,NA
2647885,0,NA
2648644,0,NA
2648792,0,NA
2649039,0,NA
2649063,0,NA
2649888,1,0
2651513,1,0
2652099,0,NA
2653028,0,NA
2653222,1,0
2655730,0,NA
2656507,0,NA
2656574,0,NA
2656795,1,0
2658054,1,0
2658992,0,NA
2659166,1,0
2659930,0,NA
2660326,0,NA
2660717,0,NA
2660776,0,NA
2661179,0,NA
2661497,0,NA
2661799,0,NA
2662558,0,NA
2663082,1,0
2663678,0,NA
2664186,1,0
2664437,0,NA
2665492,0,NA
2665719,1,0
2665794,1,0
2665832,1,0
2665905,0,NA
2666227,1,0
2666928,1,2.2925338745
2667460,0,NA
2667550,1,0
2668211,0,NA
2669919,1,0
2670313,0,NA
2670453,0,NA
2670461,0,NA
2673614,0,NA
2673649,0,NA
2673657,0,NA
2674475,0,NA
2674882,1,0
2675188,0,NA
2675579,0,NA
2676060,0,NA
2676591,1,0
2677539,1,0
2678519,1,0
2678560,0,NA
2678829,1,0
2678942,0,NA
2679981,1,0
2680050,0,NA
2680840,1,0
2681633,0,NA
2683210,1,0
2684004,1,0
2684667,1,0
2685361,1,0
2686570,1,0
2687127,1,0
2687682,0,NA
2687771,1,0
2688212,0,NA
2688298,0,NA
2688522,0,NA
2689227,1,0
2689243,0,NA
2690039,1,0
2690950,1,0
2690969,0,NA
2692120,0,NA
2692198,0,NA
2693216,1,0
2693380,0,NA
2693461,0,NA
2693925,0,NA
2694069,0,NA
2695219,0,NA
2695774,0,NA
2695898,0,NA
2696452,0,NA
2696576,0,NA
2697360,0,NA
2697556,0,NA
2697840,0,NA
2700638,0,NA
2701278,0,NA
2701570,0,NA
2702690,0,NA
2702851,1,0
2702916,0,NA
2703432,0,NA
2704072,1,0
2704340,0,NA
2705265,0,NA
2705770,0,NA
2707101,1,0
2707411,0,NA
2707756,1,0
2708671,0,NA
2708817,0,NA
2710056,0,NA
2710730,1,4.8613586426
2712504,1,0
2712563,0,NA
2714418,0,NA
2715015,0,NA
2715422,1,0
2715570,1,0
2715627,0,NA
2715643,0,NA
2718693,0,NA
2718839,0,NA
2719290,0,NA
2719533,0,NA
2722089,0,NA
2722704,0,NA
2723093,0,NA
2727188,0,NA
2728788,0,NA
2729458,0,NA
2729601,0,NA
2730189,0,NA
2731517,0,NA
2732033,0,NA
2733960,0,NA
2734389,1,0
2734605,0,NA
2734990,0,NA
2735199,0,NA
2737078,0,NA
2737728,1,0
2737809,1,0
2738252,0,NA
2738783,0,NA
2739062,1,0
2739836,0,NA
2741563,0,NA
2742179,1,0
2742330,1,0
2742780,0,NA
2742888,0,NA
2744678,0,NA
2745143,0,NA
2745402,0,NA
2746620,0,NA
2747391,1,0
2748290,0,NA
2749840,0,NA
2750147,0,NA
2751496,1,0
2752794,1,4.2611274719
2752891,0,NA
2755424,0,NA
2757320,1,0
2757540,0,NA
2758156,1,3.7541980743
2758350,1,0
2759802,0,NA
2760525,1,0
2761408,0,NA
2762862,1,0
2763060,1,0
2763265,0,NA
2764474,0,NA
2764598,0,NA
2765187,0,NA
2765411,0,NA
2765578,0,NA
2766264,1,0
2766280,0,NA
2766426,0,NA
2767201,1,0
2770970,1,0
2772205,0,NA
2773988,0,NA
2774259,0,NA
2774976,0,NA
2775468,1,0
2776588,0,NA
2777231,1,0
2777240,0,NA
2777452,1,0
2777487,0,NA
2778459,0,NA
2779200,0,NA
2780003,1,0
2780089,0,NA
2781980,0,NA
2782707,1,0
2783100,0,NA
2783762,0,NA
2783770,1,0
2784025,1,0
2787130,0,NA
2787660,0,NA
2788012,0,NA
2788179,0,NA
2789825,1,0
2790807,1,0
2791382,1,0
2792621,0,NA
2793423,0,NA
2794780,1,0
2795540,0,NA
2796104,0,NA
2800551,1,0
2800950,0,NA
2802902,0,NA
2804484,0,NA
2804506,0,NA
2805162,0,NA
2807050,0,NA
2808668,1,0
2809095,1,0
2809966,1,0
2811081,0,NA
2811146,1,3.5467376709
2812509,0,NA
2813513,1,0
2818108,0,NA
2818973,0,NA
2819856,0,NA
2822016,1,0
2822890,0,NA
2823942,0,NA
2824280,0,NA
2824558,0,NA
2825805,0,NA
2826097,0,NA
2826143,1,0
2826968,0,NA
2827107,0,NA
2827387,0,NA
2827573,1,3.0344715118
2828081,0,NA
2829541,0,NA
2829614,0,NA
2833026,0,NA
2833433,0,NA
2833484,0,NA
2834006,1,0
2834529,0,NA
2835096,1,0
2835428,1,0
2837064,0,NA
2837153,0,NA
2840154,1,0
2840600,0,NA
2841185,0,NA
2843382,1,0
2843692,1,0
2844184,0,NA
2844648,1,0
2844737,0,NA
2845083,0,NA
2845199,1,0
2845903,1,0
2845946,0,NA
2847035,0,NA
2847299,0,NA
2849810,1,0
2851172,0,NA
2851881,1,0
2851946,0,NA
2852624,0,NA
2854740,0,NA
2855208,0,NA
2856425,0,NA
2857324,0,NA
2858380,1,0
2858762,0,NA
2859114,0,NA
2859378,1,2.7013607025
2859432,0,NA
2859688,1,0
2860368,0,NA
2860503,0,NA
2861186,0,NA
2861291,0,NA
2863081,0,NA
2863928,1,0
2864282,1,0
2864819,0,NA
2866021,0,NA
2868016,0,NA
2868202,0,NA
2869268,0,NA
2869772,0,NA
2871238,0,NA
2873710,1,0
2873982,0,NA
2875861,1,0
2875985,0,NA
2877180,0,NA
2878020,1,0
2878330,1,2.7688312531
2878356,0,NA
2879204,0,NA
2879239,0,NA
2879271,0,NA
2879522,1,0
2879930,0,NA
2881179,1,0
2881209,1,0
2881241,0,NA
2882868,0,NA
2884119,1,0
2885689,0,NA
2885824,0,NA
2886464,1,0
2886685,1,2.191652298
2887142,1,0
2887924,0,NA
2888726,0,NA
2889099,0,NA
2889269,1,0
2890089,0,NA
2891832,0,NA
2894238,0,NA
2894718,0,NA
2895889,0,NA
2895994,0,NA
2897032,0,NA
2897369,0,NA
2897555,0,NA
2898179,0,NA
2899558,0,NA
2899906,0,NA
2900335,0,NA
2900572,0,NA
2900750,0,NA
2901714,1,0
2903202,1,0
2903571,1,0
2904179,0,NA
2904829,1,0
2904969,0,NA
2906716,0,NA
2906880,1,0
2906961,0,NA
2908425,0,NA
2908638,0,NA
2909103,1,0
2909120,0,NA
2909537,0,NA
2910497,1,0
2910748,1,0
2911132,1,0
2911329,0,NA
2911353,0,NA
2911493,0,NA
2912325,0,NA
2912619,0,NA
2913534,0,NA
2913720,0,NA
2914433,0,NA
2915634,1,3.2108421326
2916541,0,NA
2917246,1,0
2917297,1,0
2917548,0,NA
2917580,0,NA
2918676,0,NA
